Ensembl.ID	Location	Approved.Symbol	Mim.Number	Gene.Name	Phenotypes	Panels	From.Omim	From.PanelApp	Inheritance	Publications	Aliases
ENSG00000134389	chr1:196975021-197009724	CFHR5	608593	Complement factor H-related 5	"Nephropathy due to CFHR5 deficiency, 614809 (3), Autosomal dominant"	"Membranoproliferative glomerulonephritis, Severe Paediatric Disorders"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"FHR5, FHR-5"
ENSG00000205403	chr4:109730981-109802039	CFI	217030	Complement factor I	"{Hemolytic uremic syndrome, atypical, susceptibility to, 3}, 612923 (3), Autosomal dominant; Complement factor I deficiency, 610984 (3), Autosomal recessive; {Macular degeneration, age-related, 13, susceptibility to}, 615439 (3), Autosomal dominant"	"Membranoproliferative glomerulonephritis, Severe Paediatric Disorders, Atypical haemolytic uraemic syndrome"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"FI, C3b-INA, KAF"
ENSG00000165410	chr14:34709112-34714592	CFL2	601443	"Cofilin 2, muscle"	"Nemaline myopathy 7, autosomal recessive, 610687 (3), Autosomal recessive"	"Congenital myopathy, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"22560515, 17160903, 24610938"	NEM7
ENSG00000126759	chrX:47623281-47630304	CFP	300383	"Properdin P factor, complement"	"Properdin deficiency, X-linked, 312060 (3), X-linked recessive"	Severe Paediatric Disorders	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	30847515	
ENSG00000001626	chr7:117480024-117668664	CFTR	602421	"Cystic fibrosis transmembrane conductance regulator (ATP-binding cassette, subfamily C, member 7)"	"{Bronchiectasis with or without elevated sweat chloride 1, modifier of}, 211400 (3), Autosomal dominant; Sweat chloride elevation without CF (3); {Hypertrypsinemia, neonatal} (3); Cystic fibrosis, 219700 (3), Autosomal recessive; Congenital bilateral absence of vas deferens, 277180 (3), Autosomal recessive; {Pancreatitis, hereditary}, 167800 (3), Autosomal dominant"	"Neonatal cholestasis, Respiratory ciliopathies including non-CF bronchiectasis, Non-CF bronchiectasis, Additional findings reproductive carrier status, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"MRP7, ABC35, TNR-CFTR, dJ760C5.1, CFTR/MRP"
ENSG00000198824	chr13:114314502-114327321	CHAMP1	616327	Chromosome alignment-maintaining phosphoprotein 1	"Mental retardation, autosomal dominant 40, 616579 (3), Autosomal dominant"	"Severe Paediatric Disorders, Fetal anomalies, DDG2P, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	26340335	"CAMP, CHAMP"
ENSG00000070748	chr10:49609094-49667941	CHAT	118490	Choline acetyltransferase	"Myasthenic syndrome, congenital, 6, presynaptic, 254210 (3), Autosomal recessive"	"Arthrogryposis, Severe Paediatric Disorders, Congenital myaesthenic syndrome, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"20301347, 11172068"	
ENSG00000250479	chr22:23765833-23767971	CHCHD10	615903	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10	"Spinal muscular atrophy, Jokela type, 615048 (3), Autosomal dominant; Frontotemporal dementia and/or amyotrophic lateral sclerosis 2, 615911 (3), Autosomal dominant; ?Myopathy, isolated mitochondrial, autosomal dominant, 616209 (3), Autosomal dominant"	"Inborn errors of metabolism, Neurodegenerative disorders - adult onset, Hereditary neuropathy, Mitochondrial disorders, Paediatric motor neuronopathies, Severe Paediatric Disorders"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"25428574, 31261376"	N27C7-4
ENSG00000106153	chr7:56101572-56106475	CHCHD2	616244	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2	"Parkinson disease 22, autosomal dominant, 616710 (3), Autosomal dominant"	Neurodegenerative disorders - adult onset	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	"25662902, 26067114, 26705026, 26067110"	
ENSG00000153922	chr5:98853984-98929771	CHD1	602118	Chromodomain helicase DNA binding protein-1	"Pilarowski-Bjornsson syndrome, 617682 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000173575	chr15:92900323-93027995	CHD2	602119	Chromodomain helicase DNA binding protein-2	"Epileptic encephalopathy, childhood-onset, 615369 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability, DDG2P, Autism"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	23708187	"FLJ38614, DKFZp547I1315, DKFZp781D1727, DKFZp686E01200"
ENSG00000170004	chr17:7884763-7912754	CHD3	602120	Chromodomain helicase DNA binding protein-3	"Snijders Blok-Campeau syndrome, 618205 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	"Mi-2a, ZFH, Mi2-ALPHA"
ENSG00000111642	chr12:6570081-6607378	CHD4	603277	Chromodomain helicase DNA-binding protein-4	"Sifrim-Hitz-Weiss syndrome, 617159 (3), Autosomal dominant"	"Severe Paediatric Disorders, Intellectual disability, DDG2P, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		"Mi-2b, Mi2-BETA"
ENSG00000171316	chr8:60678739-60868027	CHD7	608892	Chromodomain helicase DNA binding protein 7	"Hypogonadotropic hypogonadism 5 with or without anosmia, 612370 (3), Autosomal dominant; CHARGE syndrome, 214800 (3), Autosomal dominant"	"Clefting, DDG2P, Hypogonadotropic hypogonadism, CHARGE syndrome, IUGR and IGF abnormalities, Ocular coloboma, Hearing loss, CAKUT, Intellectual disability, Severe Paediatric Disorders, Hypogonadotropic hypogonadism idiopathic, Fetal anomalies"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"	16400610	"KIAA1416, FLJ20357, FLJ20361"
ENSG00000183765	chr22:28687742-28741865	CHEK2	604373	Checkpoint kinase 2	"Li-Fraumeni syndrome, 609265 (3); Osteosarcoma, somatic, 259500 (3); {Prostate cancer, familial, susceptibility to}, 176807 (3), Somatic mutation, Autosomal dominant; {Breast cancer, susceptibility to}, 114480 (3), Somatic mutation, Autosomal dominant; {Breast and colorectal cancer, susceptibility to} (3)"	Familial breast cancer	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted"		"CDS1, CHK2, HuCds1, PP1425, bA444G7"
ENSG00000100288	chr22:50578962-50582848	CHKB	612395	"Choline kinase, beta"	"Muscular dystrophy, congenital, megaconial type, 602541 (3), Autosomal recessive"	"Inborn errors of metabolism, Intellectual disability, Congenital muscular dystrophy, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"21665002, 26067811, 30986505"	CHETK
ENSG00000188419	chrX:85861179-86047557	CHM	300390	Rab escort protein 1	"Choroideremia, 303100 (3), X-linked dominant"	"Severe Paediatric Disorders, Retinal disorders, DDG2P"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)"	30847515	REP-1
ENSG00000131165	chr16:89644434-89657707	CHMP1A	164010	Charged multivesicular body protein 1A	"Pontocerebellar hypoplasia, type 8, 614961 (3), Autosomal recessive"	"Severe Paediatric Disorders, Hereditary ataxia - adult onset, Cerebellar hypoplasia, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	23023333	"KIAA0047, CHMP1, Vps46A"
ENSG00000083937	chr3:87227308-87255555	CHMP2B	609512	Charged multivesicular body protein 2B	"Frontotemporal dementia and/or amytrophic lateral sclerosis 7, 600795 (3), Autosomal dominant"	"Severe Paediatric Disorders, Neurodegenerative disorders - adult onset, Adult onset movement disorder"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"		"DKFZP564O123, CHMP2.5, VPS2B"
ENSG00000101421	chr20:33811347-33854365	CHMP4B	610897	Charged multivesicular body protein 4B	"Cataract 31, multiple types, 605387 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000128656	chr2:174798808-175005380	CHN1	118423	"Chimerin 1 (GTPase-activating protein, rho, 2)"	"Duane retraction syndrome 2, 604356 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000101938	chrX:110673855-110795816	CHRDL1	300350	Chordin-like 1	"Megalocornea 1, X-linked, 309300 (3), X-linked recessive"	"Corneal abnormalities, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"X-LINKED: hemizygous mutation in males, biallelic mutations in females"	30847515	"NRLN1, CHL"
ENSG00000133019	chr1:239386564-239915449	CHRM3	118494	"Cholinergic receptor, muscarinic, 3"	"Prune belly syndrome, 100100 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000138435	chr2:174747591-174764471	CHRNA1	100690	"Cholinergic receptor, nicotinic, alpha polypeptide-1, muscle"	"Myasthenic syndrome, congenital, 1A, slow-channel, 601462 (3), Autosomal dominant; Myasthenic syndrome, congenital, 1B, fast-channel, 608930 (3), Autosomal dominant, Autosomal recessive; Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessive"	"Fetal anomalies, Severe Paediatric Disorders, Congenital myaesthenic syndrome, Arthrogryposis"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	"7619526, 15034283, 15079006"	
ENSG00000120903	chr8:27459755-27479284	CHRNA2	118502	"Cholinergic receptor, nicotinic, alpha polypeptide-2"	"Epilepsy, nocturnal frontal lobe, type 4, 610353 (3), Autosomal dominant"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	
ENSG00000080644	chr15:78593051-78620995	CHRNA3	118503	"Cholinergic receptor, neuronal nicotinic, alpha polypeptide-3"	"{Lung cancer susceptibility 2}, 612052 (3); Bladder dysfunction, autonomic, with impaired pupillary reflex and secondary CAKUT, 191800 (3), Autosomal recessive"	CAKUT	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	31708116	
ENSG00000101204	chr20:63343222-63375470	CHRNA4	118504	"Cholinergic receptor, nicotinic, alpha polypeptide-4"	"Epilepsy, nocturnal frontal lobe, 1, 600513 (3), Autosomal dominant; {Nicotine addiction, susceptibility to}, 188890 (3)"	"Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	BFNC
ENSG00000170175	chr17:7445060-7457709	CHRNB1	100710	"Cholinergic receptor, nicotinic, beta polypeptide-1, muscle"	"?Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency, 616314 (3), Autosomal recessive; Myasthenic syndrome, congenital, 2A, slow-channel, 616313 (3), Autosomal dominant"	"Severe Paediatric Disorders, Congenital myaesthenic syndrome, Arthrogryposis"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	20301347	
ENSG00000160716	chr1:154567777-154584707	CHRNB2	118507	"Cholinergic receptor, nicotinic, beta polypeptide-2"	"Epilepsy, nocturnal frontal lobe, 3, 605375 (3)"	Severe Paediatric Disorders	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	30847515	
ENSG00000135902	chr2:232526159-232537906	CHRND	100720	"Cholinergic receptor, nicotinic, delta polypeptide"	"?Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency, 616323 (3), Autosomal recessive; ?Myasthenic syndrome, congenital, 3A, slow-channel, 616321 (3), Autosomal dominant; Myasthenic syndrome, congenital, 3B, fast-channel, 616322 (3), Autosomal recessive; Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessive"	"Arthrogryposis, Severe Paediatric Disorders, Congenital myaesthenic syndrome, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"20301347, 16916845"	
ENSG00000108556	chr17:4897770-4905018	CHRNE	100725	"Cholinergic receptor, nicotinic, epsilon polypeptide"	"Myasthenic syndrome, congenital, 4A, slow-channel, 605809 (3), Autosomal dominant, Autosomal recessive; Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency, 608931 (3), Autosomal recessive; Myasthenic syndrome, congenital, 4B, fast-channel, 616324 (3), Autosomal recessive"	"Severe Paediatric Disorders, Congenital myaesthenic syndrome, Arthrogryposis"	TRUE	TRUE	"BOTH monoallelic and biallelic, autosomal or pseudoautosomal"	20301347	ACHRE
ENSG00000196811	chr2:232539691-232548114	CHRNG	100730	"Cholinergic receptor, nicotinic, gamma polypeptide"	"Escobar syndrome, 265000 (3), Autosomal recessive; Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessive"	"Congenital myaesthenic syndrome, Clefting, DDG2P, Arthrogryposis, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"16826531, 22167768, 27245440, 25411939, 8040310, 16826520"	
ENSG00000169105	chr15:40470983-40473157	CHST14	608429	Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	"Ehlers-Danlos syndrome, musculocontractural type 1, 601776 (3), Autosomal recessive"	"Inborn errors of metabolism, Clefting, DDG2P, Ehlers Danlos syndromes, Congenital disorders of glycosylation, Fetal anomalies, Skeletal dysplasia, Severe Paediatric Disorders, Arthrogryposis"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"		"HD4ST, D4ST-1"
ENSG00000122863	chr10:71964394-72013561	CHST3	603799	Carbohydrate sulfotransferase 3	"Spondyloepiphyseal dysplasia with congenital joint dislocations, 143095 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Congenital disorders of glycosylation, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	20830804	"C6ST, C6ST1"
ENSG00000183196	chr16:75472041-75495440	CHST6	605294	"Carbohydrate sulfotransferase-6 (GlcNAc-6-sulfotransferase, corneal)"	"Macular corneal dystrophy, 217800 (3), Autosomal recessive"	"Inborn errors of metabolism, Corneal dystrophies, Congenital disorders of glycosylation, Corneal abnormalities, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	
ENSG00000131873	chr15:101175726-101252047	CHSY1	608183	Carbohydrate synthase 1	"Temtamy preaxial brachydactyly syndrome, 605282 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Congenital disorders of glycosylation, Limb disorders, Skeletal dysplasia, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"KIAA0990, CSS1"
ENSG00000213341	chr10:100188299-100229609	CHUK	600664	Component of nuclear factor kappa-B kinase complex	"Cocoon syndrome, 613630 (3)"	"Severe Paediatric Disorders, DDG2P, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	20961246	"IKK1, IKK-alpha, IkBKA, NFKBIKA, IKKA"
ENSG00000185043	chr15:90229974-90265758	CIB1	602293	Calcium- and integrin-binding protein 1	"Epidermodysplasia verruciformis 3, 618267 (3), Autosomal recessive"	Epidermodysplasia verruciformis	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30036492	"SIP2-28, CIB, KIP"
ENSG00000136425	chr15:78104605-78131975	CIB2	605564	Calcium- and integrin-binding protein 2	"Deafness, autosomal recessive 48, 609439 (3), Autosomal recessive; Usher syndrome, type IJ, 614869 (3), Autosomal recessive"	"Retinal disorders, Hearing loss, Severe Paediatric Disorders, DDG2P"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"23023331, 23023331, 26173970, 26473954, 27344577, 26226137, 26445815"	KIP2
ENSG00000079432	chr19:42268529-42295795	CIC	612082	Capicua transcriptional repressor	"Mental retardation, autosomal dominant 45, 617600 (3), Autosomal dominant"	"Severe Paediatric Disorders, White matter disorders and cerebral calcification - narrow panel, Intellectual disability"	TRUE	TRUE	"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown"	"21076407, 28288114, 24896178"	KIAA0306
ENSG00000179583	chr16:10866207-10941561	CIITA	600005	Class II major histocompatibility complex transactivator	"Bare lymphocyte syndrome, type II, complementation group A, 209920 (3), Autosomal recessive; {Rheumatoid arthritis, susceptibility to}, 180300 (3)"	Severe Paediatric Disorders	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	30847515	"C2TA, NLRA"
ENSG00000112144	chr6:53001298-53061823	CILK1	612325	Intestinal cell kinase	"Endocrine-cerebroosteodysplasia, 612651 (3), Autosomal recessive; {Epilepsy, juvenile myoclonic, susceptibility to, 10}, 617924 (3), Autosomal dominant"	"Clefting, Skeletal ciliopathies, Renal ciliopathies, Neurological ciliopathies, Skeletal dysplasia, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"19185282, 24853502, 27069622"	"MRK, LCK2, KIAA0936, MGC46090"
ENSG00000145354	chr4:102868991-102892806	CISD2	611507	CDGSH iron sulfur domain protein 2	"Wolfram syndrome 2, 604928 (3), Autosomal recessive"	"Inborn errors of metabolism, DDG2P, Familial diabetes, Monogenic diabetes, Optic neuropathy, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27604308, 17846994, 25056293, 25371195, 29237418"	"Miner1, ERIS, NAF-1"
ENSG00000122966	chr12:119685790-119877319	CIT	605629	Citron rho-interacting serine/threonine kinase	"Microcephaly 17, primary, autosomal recessive, 617090 (3), Autosomal recessive"	"Severe Paediatric Disorders, Severe microcephaly, Intellectual disability"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	27453578	"KIAA0949, STK21, CRIK, CITK"
ENSG00000164442	chr6:139371806-139374647	CITED2	602937	"CBP/p300-interacting transactivator, with glu/asp-rich C-terminal domain, 2"	"Atrial septal defect 8, 614433 (3), Autosomal dominant; Ventricular septal defect 2, 614431 (3), Autosomal dominant"		TRUE	FALSE			
ENSG00000169607	chr2:112736348-112764616	CKAP2L	616174	Cytoskeleton-associated protein 2-like	"Filippi syndrome, 272440 (3), Autosomal recessive"	"DDG2P, Limb disorders, Severe microcephaly, Intellectual disability, Severe Paediatric Disorders, Fetal anomalies"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	25439729	"FLJ40629, radmis"
ENSG00000121940	chr1:108929504-108963483	CLCC1	617539	Chloride channel CLIC-like 1	"Retinitis pigmentosa 32, 609913 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000175505	chr11:67364167-67374176	CLCF1	607672	Cardiotrophin-like cytokine	"Cold-induced sweating syndrome 2, 610313 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000188037	chr7:143316110-143352082	CLCN1	118425	"Chloride channel-1, skeletal muscle"	"Myotonia congenita, dominant, 160800 (3), Autosomal dominant; Myotonia levior, recessive (3); Myotonia congenita, recessive, 255700 (3), Autosomal recessive"		TRUE	FALSE			
ENSG00000114859	chr3:184346184-184361604	CLCN2	600570	Chloride channel-2	"{Epilepsy, juvenile absence, susceptibility to, 2}, 607628 (3), Autosomal dominant; {Epilepsy, idiopathic generalized, susceptibility to, 11}, 607628 (3), Autosomal dominant; {Epilepsy, juvenile myoclonic, susceptibility to, 8}, 607628 (3), Autosomal dominant; Leukoencephalopathy with ataxia, 615651 (3), Autosomal recessive; Hyperaldosteronism, familial, type II, 605635 (3), Autosomal dominant"	"White matter disorders - adult onset, Hereditary ataxia - adult onset, Neurodegenerative disorders - adult onset, White matter disorders and cerebral calcification - narrow panel, Severe Paediatric Disorders"	TRUE	TRUE	"BIALLELIC, autosomal or pseudoautosomal"	"27159321, 25527826, 28334938, 20301621, 24357685"	"CLC2, EJM6, ClC-2"
